source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0070663,regulation of leukocyte proliferation,7.301154924742111e-20,True,"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",236,3838,116,18452,0.030224075039082855,0.4915254237288136,query_1,"['GO:0042127', 'GO:0070661']"
GO:BP,GO:0070661,leukocyte proliferation,1.0493675096761108e-19,True,"""The expansion of a leukocyte population by cell division."" [GOC:add]",301,3838,137,18452,0.035695674830640955,0.45514950166112955,query_1,['GO:0008283']
GO:BP,GO:0006959,humoral immune response,1.2969328066117047e-19,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",174,3838,94,18452,0.024491922876498175,0.5402298850574713,query_1,['GO:0006955']
GO:BP,GO:0032944,regulation of mononuclear cell proliferation,3.38409681146764e-19,True,"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",216,3838,108,18452,0.028139656070870246,0.5,query_1,"['GO:0032943', 'GO:0070663']"
GO:BP,GO:0032943,mononuclear cell proliferation,4.681709474934369e-19,True,"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]",271,3838,126,18452,0.03282959874934862,0.46494464944649444,query_1,['GO:0070661']
GO:BP,GO:0098542,defense response to other organism,6.781000642357381e-19,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",873,3838,299,18452,0.07790515893694633,0.3424971363115693,query_1,"['GO:0006952', 'GO:0051707']"
GO:BP,GO:0050670,regulation of lymphocyte proliferation,7.280973327248678e-19,True,"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]",212,3838,106,18452,0.027618551328817093,0.5,query_1,"['GO:0032944', 'GO:0046651', 'GO:0051249']"
GO:BP,GO:0046651,lymphocyte proliferation,1.0028808110738848e-18,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",264,3838,123,18452,0.03204794163626889,0.4659090909090909,query_1,"['GO:0032943', 'GO:0046649']"
GO:BP,GO:0001819,positive regulation of cytokine production,1.0028808110738848e-18,True,"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",422,3838,172,18452,0.044815007816571134,0.4075829383886256,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']"
GO:BP,GO:0051707,response to other organism,1.3917455164744452e-18,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1265,3838,400,18452,0.10422094841063054,0.31620553359683795,query_1,"['GO:0043207', 'GO:0044419']"
GO:BP,GO:0043207,response to external biotic stimulus,1.5833302075989175e-18,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1266,3838,400,18452,0.10422094841063054,0.315955766192733,query_1,"['GO:0009605', 'GO:0009607']"
GO:BP,GO:0007159,leukocyte cell-cell adhesion,2.7618784494180963e-18,True,"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",379,3838,158,18452,0.04116727462219906,0.41688654353562005,query_1,['GO:0098609']
GO:BP,GO:0140546,defense response to symbiont,2.8387370787690955e-18,True,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",859,3838,293,18452,0.07634184471078687,0.3410942956926659,query_1,['GO:0098542']
GO:BP,GO:0009607,response to biotic stimulus,6.323937133661008e-18,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1303,3838,407,18452,0.10604481500781657,0.3123561013046815,query_1,['GO:0050896']
GO:BP,GO:0002697,regulation of immune effector process,2.1901922669692767e-17,True,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",343,3838,145,18452,0.03778009379885357,0.4227405247813411,query_1,"['GO:0002252', 'GO:0002682']"
GO:BP,GO:0042742,defense response to bacterium,4.7515581571646793e-17,True,"""Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."" [GOC:jl]",207,3838,101,18452,0.02631578947368421,0.48792270531400966,query_1,"['GO:0006952', 'GO:0009617']"
GO:BP,GO:1903037,regulation of leukocyte cell-cell adhesion,8.185731048815036e-17,True,"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",344,3838,144,18452,0.03751954142782699,0.4186046511627907,query_1,"['GO:0007159', 'GO:0022407']"
GO:BP,GO:0002764,immune response-regulating signaling pathway,9.903640980048779e-17,True,"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",512,3838,193,18452,0.05028660760812923,0.376953125,query_1,"['GO:0007165', 'GO:0050776']"
GO:BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,1.2493678118373209e-16,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",316,3838,135,18452,0.035174570088587806,0.4272151898734177,query_1,"['GO:0002764', 'GO:0007166']"
GO:BP,GO:0001906,cell killing,3.619080654631141e-16,True,"""Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."" [GOC:add]",159,3838,83,18452,0.021625846795205836,0.5220125786163522,query_1,['GO:0009987']
GO:BP,GO:0009617,response to bacterium,4.00023596837347e-16,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",518,3838,193,18452,0.05028660760812923,0.37258687258687256,query_1,['GO:0051707']
GO:BP,GO:0042098,T cell proliferation,8.574554845792292e-16,True,"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]",196,3838,95,18452,0.024752475247524754,0.4846938775510204,query_1,"['GO:0042110', 'GO:0046651']"
GO:BP,GO:0022407,regulation of cell-cell adhesion,3.427728252114024e-15,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]",446,3838,170,18452,0.04429390307451798,0.3811659192825112,query_1,"['GO:0030155', 'GO:0098609']"
GO:BP,GO:0002253,activation of immune response,6.2091988371854116e-15,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",530,3838,193,18452,0.05028660760812923,0.3641509433962264,query_1,"['GO:0002376', 'GO:0050778']"
GO:BP,GO:0050866,negative regulation of cell activation,1.0574807539965356e-14,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]",193,3838,92,18452,0.023970818134445022,0.47668393782383417,query_1,"['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']"
GO:BP,GO:0007155,cell adhesion,1.111454497589801e-14,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",1337,3838,402,18452,0.10474205315268369,0.30067314884068813,query_1,['GO:0009987']
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,1.1213153130212515e-14,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1418,3838,422,18452,0.10995310057321521,0.29760225669957685,query_1,['GO:0008150']
GO:BP,GO:0042129,regulation of T cell proliferation,1.4187921081681521e-14,True,"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]",164,3838,82,18452,0.02136529442417926,0.5,query_1,"['GO:0042098', 'GO:0050670', 'GO:0050863']"
GO:BP,GO:0002695,negative regulation of leukocyte activation,2.3000811595005897e-14,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation."" [GOC:add]",171,3838,84,18452,0.021886399166232414,0.49122807017543857,query_1,"['GO:0002683', 'GO:0002694', 'GO:0045321', 'GO:0050866']"
GO:BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,2.864874417155559e-14,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",291,3838,122,18452,0.03178738926524231,0.41924398625429554,query_1,"['GO:0002757', 'GO:0002768']"
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,3.565536363996666e-14,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",221,3838,100,18452,0.026055237102657634,0.45248868778280543,query_1,"['GO:0002443', 'GO:0002697']"
GO:BP,GO:0002696,positive regulation of leukocyte activation,4.56539995261865e-14,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]",336,3838,135,18452,0.035174570088587806,0.4017857142857143,query_1,"['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']"
GO:BP,GO:0050867,positive regulation of cell activation,5.000282040979684e-14,True,"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]",350,3838,139,18452,0.03621677957269411,0.39714285714285713,query_1,"['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']"
GO:BP,GO:0050870,positive regulation of T cell activation,5.000282040979684e-14,True,"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]",241,3838,106,18452,0.027618551328817093,0.43983402489626555,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']"
GO:BP,GO:0001817,regulation of cytokine production,5.0120369219450327e-14,True,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",673,3838,229,18452,0.059666492965085985,0.34026745913818723,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']"
GO:BP,GO:0045087,innate immune response,5.734941388198317e-14,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",810,3838,265,18452,0.06904637832204273,0.3271604938271605,query_1,"['GO:0006955', 'GO:0140546']"
GO:BP,GO:0001816,cytokine production,6.159832178567919e-14,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",678,3838,230,18452,0.05992704533611256,0.3392330383480826,query_1,"['GO:0010467', 'GO:0032501']"
GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,8.891036030380277e-14,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",259,3838,111,18452,0.028921313183949974,0.42857142857142855,query_1,"['GO:0007159', 'GO:0022409', 'GO:1903037']"
GO:BP,GO:0051251,positive regulation of lymphocyte activation,1.8897293311135977e-13,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",311,3838,126,18452,0.03282959874934862,0.40514469453376206,query_1,"['GO:0002696', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:0022409,positive regulation of cell-cell adhesion,2.5399919482934864e-13,True,"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",302,3838,123,18452,0.03204794163626889,0.40728476821192056,query_1,"['GO:0022407', 'GO:0045785', 'GO:0098609']"
GO:BP,GO:0051250,negative regulation of lymphocyte activation,3.6050557520141375e-13,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",148,3838,74,18452,0.01928087545596665,0.5,query_1,"['GO:0002695', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:0032101,regulation of response to external stimulus,5.148062336888176e-13,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",960,3838,300,18452,0.0781657113079729,0.3125,query_1,"['GO:0009605', 'GO:0048583']"
GO:BP,GO:0070665,positive regulation of leukocyte proliferation,5.200355830505317e-13,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",143,3838,72,18452,0.018759770713913496,0.5034965034965035,query_1,"['GO:0008284', 'GO:0070661', 'GO:0070663']"
GO:BP,GO:0002757,immune response-activating signaling pathway,8.560926890038543e-13,True,"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]",478,3838,172,18452,0.044815007816571134,0.3598326359832636,query_1,"['GO:0002253', 'GO:0002764']"
GO:BP,GO:0001909,leukocyte mediated cytotoxicity,1.3654672844056875e-12,True,"""The directed killing of a target cell by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:11911826]",122,3838,64,18452,0.016675351745700884,0.5245901639344263,query_1,"['GO:0001906', 'GO:0002443']"
GO:BP,GO:0050851,antigen receptor-mediated signaling pathway,2.4544927521723996e-12,True,"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]",186,3838,85,18452,0.02214695153725899,0.45698924731182794,query_1,['GO:0002429']
GO:BP,GO:0002683,negative regulation of immune system process,2.488289626017859e-12,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]",465,3838,167,18452,0.043512245961438246,0.35913978494623655,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048519']"
GO:BP,GO:0019730,antimicrobial humoral response,2.684246535329978e-12,True,"""An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",85,3838,50,18452,0.013027618551328817,0.5882352941176471,query_1,"['GO:0006959', 'GO:0140546']"
GO:BP,GO:0001910,regulation of leukocyte mediated cytotoxicity,4.456918800585121e-12,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",78,3838,47,18452,0.012245961438249088,0.6025641025641025,query_1,"['GO:0001909', 'GO:0002703', 'GO:0031341']"
GO:BP,GO:0050727,regulation of inflammatory response,5.509650317695201e-12,True,"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]",334,3838,129,18452,0.03361125586242835,0.38622754491017963,query_1,"['GO:0006954', 'GO:0031347', 'GO:0032101']"
GO:BP,GO:0098609,cell-cell adhesion,5.509650317695201e-12,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",855,3838,269,18452,0.07008858780614903,0.3146198830409357,query_1,['GO:0007155']
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,6.311451238473222e-12,True,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",167,3838,78,18452,0.020323084940072955,0.46706586826347307,query_1,"['GO:0002449', 'GO:0002703']"
GO:BP,GO:1903131,mononuclear cell differentiation,1.457298458534435e-11,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]",470,3838,166,18452,0.04325169359041167,0.35319148936170214,query_1,['GO:0002521']
GO:BP,GO:0002698,negative regulation of immune effector process,1.5897788686958087e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."" [GOC:add]",110,3838,58,18452,0.015112037519541427,0.5272727272727272,query_1,"['GO:0002252', 'GO:0002683', 'GO:0002697']"
GO:BP,GO:0032946,positive regulation of mononuclear cell proliferation,2.2951233485467035e-11,True,"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",131,3838,65,18452,0.016935904116727463,0.4961832061068702,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070665']"
GO:BP,GO:0031341,regulation of cell killing,2.4222144300031777e-11,True,"""Any process that modulates the frequency, rate or extent of cell killing, the process in which a cell brings about the death of another cell, either in the same or a different organism."" [GOC:mah]",86,3838,49,18452,0.01276706618030224,0.5697674418604651,query_1,"['GO:0001906', 'GO:0050794']"
GO:BP,GO:0046631,alpha-beta T cell activation,2.5777841285535847e-11,True,"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]",177,3838,80,18452,0.020844189682126108,0.4519774011299435,query_1,['GO:0042110']
GO:BP,GO:0050671,positive regulation of lymphocyte proliferation,3.405673939599287e-11,True,"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]",129,3838,64,18452,0.016675351745700884,0.49612403100775193,query_1,"['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']"
GO:BP,GO:0002521,leukocyte differentiation,3.5631086884600974e-11,True,"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]",560,3838,189,18452,0.049244398124022926,0.3375,query_1,"['GO:0030097', 'GO:0030154']"
GO:BP,GO:0002366,leukocyte activation involved in immune response,4.2402646234527675e-11,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",260,3838,105,18452,0.027357998957790515,0.40384615384615385,query_1,"['GO:0002263', 'GO:0045321']"
GO:BP,GO:0007186,G protein-coupled receptor signaling pathway,4.488202882358475e-11,True,"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]",618,3838,204,18452,0.053152683689421575,0.3300970873786408,query_1,['GO:0007165']
GO:BP,GO:0050868,negative regulation of T cell activation,4.488202882358475e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of T cell activation."" [GOC:ai]",118,3838,60,18452,0.015633142261594582,0.5084745762711864,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051250', 'GO:1903038']"
GO:BP,GO:0042102,positive regulation of T cell proliferation,9.773399460723415e-11,True,"""Any process that activates or increases the rate or extent of T cell proliferation."" [GOC:ai]",94,3838,51,18452,0.013288170922355394,0.5425531914893617,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050671', 'GO:0050870']"
GO:BP,GO:0032609,type II interferon production,1.20430631920937e-10,True,"""The appearance of interferon-gamma due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",100,3838,53,18452,0.013809275664408547,0.53,query_1,['GO:0001816']
GO:BP,GO:0031347,regulation of defense response,1.2078028541381912e-10,True,"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]",728,3838,231,18452,0.060187597707139134,0.3173076923076923,query_1,"['GO:0006952', 'GO:0080134']"
GO:BP,GO:0002263,cell activation involved in immune response,1.2376315721917102e-10,True,"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",264,3838,105,18452,0.027357998957790515,0.3977272727272727,query_1,"['GO:0001775', 'GO:0002252', 'GO:0006955']"
